content,score,at
"Kenapa penggantian nomer yang hilang itu selalu dipersulit? Saya sudah beberapa hari ga ada konfirmasi tentang masalah saya. Telpon cs udah, kirim email udah, bilang Diana jawabnya itu"" aja. gimana ini?",1,2026-06-27 06:05:12
"saya kecewa pada aplikasi dana,saya pinjam dana cicil,yg harus saya stor,sekitar 6 ribu rupiah,tiba2 melonjak jadi 19 ribu.",1,2026-06-27 06:03:36
sya bangga semenjak ada dana jdi sya nga repot lgi,5,2026-06-27 05:59:03
ko dana nyah internet terputus nih,5,2026-06-27 05:51:01
cukup,4,2026-06-27 05:50:49
bagus,5,2026-06-27 05:50:31
enak bgt,5,2026-06-27 05:50:03
bagus bgettt 😊😊😊😊😊,5,2026-06-27 05:46:04
"top up sudah 3 hari tidak masuk, tanya CS disuruh nunggu terus mana itu uang terakhir sampai gajian harus nunggu padahal buat nunggu makan sekarang :(",1,2026-06-27 05:43:01
sangat bagus pakai dana cepat dan mudah digunakan,5,2026-06-27 05:40:24
aplikasi ribet ketika login kenapa harus mengirim otp ke nomer yg sudah tidak aktif padahal saya hafal pin nya gajelas bangett,3,2026-06-27 05:39:50
sangat sekali,5,2026-06-27 05:39:08
"tidak puas, cuma salah aktivasi dana cicil, dana cicil ga bisa dibuka lagi, sudah hub customer care ga ada solusi juga, aplikasi edan..",1,2026-06-27 05:38:37
mantap,5,2026-06-27 05:38:02
"12.27 PM tanggal 24 juni 2026 jam 11.22 transaksi tetapi uanganya belum masuk ke rekening tujuan, sudah lebih dari 3 x 24 jam uang belum masuk, ini mau di ganti atau gimana nih udah sabar 3 hari belum juga ada jawaban pasti",1,2026-06-27 05:37:21
dana gak aman.. barus masuk saldo 50.tiba2 hilang..padahal udah premium..belum kepakek udah lenyab..rawan,1,2026-06-27 05:36:54
good,5,2026-06-27 05:36:47
mantap,5,2026-06-27 05:35:49
mantap,5,2026-06-27 05:33:54
sangat berharga,5,2026-06-27 05:33:25
fitur dana cicil tidak muncul,4,2026-06-27 05:32:22
sangat baik penggunaan nya,5,2026-06-27 05:31:40
saldo saya tiba tiba kepotong 94ribu nggak ada pemberitahuan dan nggk ada privikasi persetujuan dipotong dengan sendirinya gak jelas ini dana skrng,1,2026-06-27 05:30:07
kenapa aplikasi dana saya tidak bisa di buka,5,2026-06-27 05:19:20
best,5,2026-06-27 05:19:12
"Bayar cicilan SELALU TEPAT WAKTU,kenapa tiba-tiba Dana Cicil gak bisa di pakai lagi?CS GAK BERGUNA SAMA SEKALI, TIDAK ADA SOLUSI. bisanya cuma ngetik template doang.",1,2026-06-27 05:18:29
saya gunakan fitur dana cicil. kemarin ga bisa dgunakan. padahal tagihan sudah dilunasi dr awal masak ga bisa digunakan lagi saldo dana cicil nya padahal limit ada. kacau dana cicilnya. sdh menghubungi tp tdk ada respon,1,2026-06-27 05:16:55
"woi klo mau upgrade langganan konfrim dulu lah jangan otomatis bayar kek gitu duit ilang di refund lama balik nya, Di pikir orang yang pake dana orang punya apa tolol banget",1,2026-06-27 05:14:23
Transaksi di Dana sering mengalami masalah. saya melakukan transaksi sekian namun saldo yang terambil lebih dari biaya transaksi seharusnya,1,2026-06-27 05:10:23
semakin mudah. buat aplikasi menjadi lebih ringan ya,5,2026-06-27 05:09:56
mau hapus akun pun susah nya tak ampun aplikasi rusak,1,2026-06-27 05:09:31
sangatbagus,5,2026-06-27 05:08:02
sangat baik dan murah,5,2026-06-27 05:06:01
matul cuma suka banya yg nyopet harus di perketat lagi,5,2026-06-27 05:03:23
"sangat baik,sudah lancar sekarang,sudah tidak lemod",5,2026-06-27 05:01:52
sangat membantu,5,2026-06-27 05:01:42
Kka saya udh update versi terbaru dana udh premium aktif transaksi tapi kenapa masih belum muncul dana instannya,1,2026-06-27 05:01:28
puas,5,2026-06-27 05:00:55
"semuanya bagus hanya kalau narik uang gak bisa semua masuk ke dana misal 10 rb yang gak masuk malah 5 RB,tolong di perbaiki.",5,2026-06-27 05:00:55
good,5,2026-06-27 04:56:56
Sangat membantu,5,2026-06-27 04:54:55
"ini knpa dana cicil sya blm bsa di gunakan lagi,udh hampir 1 bln gk bsa di pake,,pdhl sya byar nya lngsung 2 bln,dan jatuh tempo nya di bulan depan tanggal 27,tp mlah skrg dana cicil nya gk bsa di pke,,klo tau gtu sh ngapain sya bayar double.. agak kecewa sma dana skrg,,",1,2026-06-27 04:54:15
bermanfaat bangett deha cicil,5,2026-06-27 04:53:53
Alhamdulillah,5,2026-06-27 04:53:36
tolong nanikin limit dana Cicil,5,2026-06-27 04:53:25
hdeh gua mau narik emas bacaan nya dalam perbaikan mulu padahal di bacaan nya di perbaiki pda tanggal 26juni loh hdeh mengecewakan,2,2026-06-27 04:51:35
membantu dalam transaksi digital,5,2026-06-27 04:50:23
Gimna ini uang saya raib 400k di dana ada yang mengatasnamakan customer service dana masa mau refund saldo 30k harus deposit sampai 4x dengan nominal 100k katanya buat perbaikan sistem pengembalian dana apalah,1,2026-06-27 04:49:15
ok buat TF Tampa biyaya,5,2026-06-27 04:49:02
sangat bagus sekali,5,2026-06-27 04:48:39
dana cicil saya blum muncul,5,2026-06-27 04:46:53
buruk gabisa di buka,1,2026-06-27 04:46:42
Lemot,4,2026-06-27 04:40:41
bagus,5,2026-06-27 04:38:05
ok mntap,5,2026-06-27 04:34:12
sangat membantu,5,2026-06-27 04:31:42
proses TF terkadang pending .dari awal pemakaian bagus TPI lama lama kok selalu pending tidak 1 kali/2 kali terjadi .mohon untuk di perbarui,1,2026-06-27 04:31:36
Gak bisa di buka,5,2026-06-27 04:30:20
terbaik.,5,2026-06-27 04:26:21
memudahkan dan mudah,5,2026-06-27 04:23:18
sangat baik dan bagus,5,2026-06-27 04:20:17
simple pakai dana,5,2026-06-27 04:18:31
mantap,5,2026-06-27 04:18:04
sangat membantu,5,2026-06-27 04:17:53
saya tidak bisa menggunakan dana cicil😁,5,2026-06-27 04:15:35
apps dana punyaku gak ada menu instan di branda,5,2026-06-27 04:15:16
mantap,5,2026-06-27 04:14:59
fitur dana cicil tidak muncul,1,2026-06-27 04:13:56
beli soldo e tol sudah berhasil kepotong saldo tapi gk masuk kartu sudah di update pun gk masuk hilang sudah 200,1,2026-06-27 04:10:38
pakai dana itu sangat bagud,5,2026-06-27 04:08:24
👍👍👍👍,5,2026-06-27 04:02:39
mantap,5,2026-06-27 04:01:53
saya ga bisa verifikasi wajah,1,2026-06-27 04:00:30
aman dan cpat pkai aplikasi dana trimakasih saller,5,2026-06-27 03:59:42
untuk versi yg lawas,3,2026-06-27 03:58:19
mantap bisa buat tf dadakan,4,2026-06-27 03:57:56
klo bisa mnta versi trbarunya donk,4,2026-06-27 03:57:43
"jelek banget, beli pulsa 2 kali dengan nomor yang sama, yang masuk cuman 1. padahal keterangannya berhasil.",1,2026-06-27 03:56:21
menjadi lebih baik untuk yg utama,5,2026-06-27 03:55:43
"aplikasi DANA sekarang mahal isi saldo kena biyaya ,,kadang"" saldo juga berkurang",1,2026-06-27 03:52:30
mantap buat main slot,5,2026-06-27 03:51:35
Kecewa Tidak Ada DANA instan,1,2026-06-27 03:48:42
ini gimana akun dana saya sudah premium dah lama tapi tidak ada fitur dana cicil nya,2,2026-06-27 03:46:37
gak bisa buat bayar ditiktok padahl dulu bisa,3,2026-06-27 03:45:25
bagus,5,2026-06-27 03:45:16
limit dana cicil tidak bisa di gunakan?,1,2026-06-27 03:44:39
"saya tidak merasa berlangganan aktif Netflix, hanya menggunakan dana sebagai pembayaran biasa. lalu kenapa jadi harus bayar langganan perbulan? saya minta untuk di batalkan langganan, malah di putar"". jadi saya lebih memilih menghapus dana, masih banyak yg lebih baik lah dari applikasi yang penyelesaian nya seperti anda",1,2026-06-27 03:44:21
topup udah bayar admin pas dana udah masuk masih aja di potong 500 perak meskipun 500 perak kalo kita top up 500k sangat jengkel jika menjadi 499k,2,2026-06-27 03:39:16
dana oke,5,2026-06-27 03:35:31
good🤝💵🛡🔒,5,2026-06-27 03:34:15
kenapa dana cicil saya tidak tersedia,1,2026-06-27 03:32:12
"Ko apk nya udah di download tp ga bisa di buka sih, kenapa ya??",2,2026-06-27 03:28:35
aplikasi ini sangat bagus sekali,5,2026-06-27 03:15:08
notifnya telat mulu,1,2026-06-27 03:14:37
sejauh ini mungkin ini yang terbaik.,5,2026-06-27 03:08:41
"Gunan ya costumer servis buat apaan min, kalo minta tolong ngebalikin saldo yang kena hack aja ga bisa, Mana ada fitur dana cicil ga bisa dipake paok",1,2026-06-27 03:08:25
gratis transfer ke bank mana aja..,5,2026-06-27 03:04:56
tidak di sarankan untuk menyimpan uang yg banyak di aplikasi ini. karena keamanan yang tidak bagus,1,2026-06-27 02:59:58
knpa gk bsa masuk ke dana,5,2026-06-27 02:59:01
mantab,5,2026-06-27 02:58:52
"Terbaik untuk setiap transaksi, tidak ribet dan sangat aman pastinya.",5,2026-06-27 02:54:42
cukup gampang d gunakan,5,2026-06-27 02:51:59
kenapa aplikasi DANA gak bisa dibukak.Apa ada kendala .Gak bisa dibukak.,1,2026-06-27 02:50:54
LELET DALAM MENYELESAIKAN MASALAH,1,2026-06-27 02:43:27
knapa saya tidak bisa mask Dana pajama yeah.sungguh kecewa kilo gini,5,2026-06-27 02:42:23
transaksi mudah tanpa ribet,5,2026-06-27 02:39:02
saldo saya terpotong nggk jelas setiap kali top up saldo lama saya terpotong dan tidak ada riwayat pemotongannya,3,2026-06-27 02:37:36
baik,5,2026-06-27 02:36:21
bagus sekali dana ni,5,2026-06-27 02:33:40
ko sekarang malah jadi ribet udh enak yang awal kalo beli pulsa atau data langsung jadi dll sekarang malah harus cicilan bikin ribet malah kepotong nya tambah gede kecewa gak suka cicil cicilan tiba tiba saldo rekening hilang tanpa pembitahun tolong dong kembali ke awal jangan kek gini kecewa,3,2026-06-27 02:32:22
lebih mudah,4,2026-06-27 02:29:36
tidak ada dana cicil,5,2026-06-27 02:28:32
good,5,2026-06-27 02:28:08
sangat bagus,4,2026-06-27 02:27:15
"tolong dong dana, saya mau tf ke bank saya kok di proses lama nunggu 3 hari, mana lagi butuh duit lagi",4,2026-06-27 02:26:36
Anda menutup jalur pinjaman saya kali ini kali ini akun akun menutup Dana .saya selalu bayar tepat waktu dan anda mempersulit dana cicil saya kali ini saya gak bayar lihat aja dasar nama saya ini bagus anda bikin saya sulit,3,2026-06-27 02:22:59
makasih kak bagus banget,5,2026-06-27 02:21:42
ok banget boss,5,2026-06-27 02:21:05
"saya beli emas didana, sebelum bayar saya list dulu ada biaya transaksi atau tidak dan ternyata tidak, pas saya bayar saldo saya sudah terpotong namun emas di dana saya kurang dari yang saya beli, tolong dong dana bukan sekali dia kali kalian melakukan korupsi itu kesaya, ibarat kata saldo 5000 lebih berharga daripada cash 10.000,jadi tolong perbaiki lagi sistem korupsinya udah kaya di Konoha aja, jika ada biaya transaksi tolong transparansi nya, saya udah chat ke cs tetep gak ketemu titik trang",1,2026-06-27 02:18:31
"Sungguh sangat kecewa saya,hampir tiap hari bertransaksi di dana tapi gak bisa menggunakan fitur dana cicil dan dana paylater,saya tunggu fitur nya dan saya naikin lg bintangnya",1,2026-06-27 02:15:40
cepat mudah,5,2026-06-27 02:10:46
"Maaf saya kurangi bintangnya dari 5 jd 3 karena E-wallet yg saya banggakan tanpa ada potongan sekarang MENGECEWAKAN krn tgl 26 Juni 2026 saya isi saldo ternyata saldo yg masuk tidak utuh alias ada potongan, kalau seperti ini terus mungkin DANA akan sy uninstall. Terima kasih.",3,2026-06-27 02:05:56
baikk dan sangat membantu sekali 🥳🥰,4,2026-06-27 02:04:58
sudah hampir satu tahun akun premium sayah masih ajah belum di aktifkan sayah merasa kecewa,5,2026-06-27 02:04:57
terlalu lama waktunya,1,2026-06-27 02:02:53
sangat membatu,5,2026-06-27 02:02:08
uang saya ditarik tiba tiba,3,2026-06-27 01:57:44
"kasih bonus login donk🤭 sehari 50 rupiah,,biar makin banyak yg downlod ne apk😁😁",5,2026-06-27 01:55:54
gk bisa membantu membuka,1,2026-06-27 01:55:50
aneh aplikasi nya sya kemarin ngsi saldo dana 90k hari ini juga sya saldo 20k bukan ya nambah malah berkurang pokoknya balikin saldo sya hari ini juga,2,2026-06-27 01:55:15
good,5,2026-06-27 01:53:21
ok,5,2026-06-27 01:53:01
mantap,5,2026-06-27 01:52:48
"kenapa kalau cek transaksi cuma putih doang , gimana mau bagi resi kepada yg bersangkutan transaksi , aku kasih bintang satu",1,2026-06-27 01:52:20
keren,5,2026-06-27 01:52:15
Aplikasi sangat bagus,5,2026-06-27 01:52:05
sukses terus ya dana,5,2026-06-27 01:48:24
saya sudah memberhentikan langganan di aplikasinya tapi dana terus menggambil uang saya untuk langganan aplikasi,1,2026-06-27 01:45:55
proses mudah dan cepat,5,2026-06-27 01:45:54
banyak uang,5,2026-06-27 01:41:49
sering kecolongan saldo sekarang,2,2026-06-27 01:41:33
pemakaian udh hampir 5thn tpi dana cicil ga bisa d pake,5,2026-06-27 01:40:00
bagus mantap keren,5,2026-06-27 01:39:49
"simple praktis hemat biaya admin untuk transaksi di bawah 200ribu,,,gampang tarik tunai di warung bisa di alfamart indomart beli pulsa kuota listrik simple pokonya sangat membatu trima kasih dana",5,2026-06-27 01:36:49
Kenapa limit dana cicil saya tidak tersedia dan tidak dapat digunakan,5,2026-06-27 01:35:37
"Hapus aja,,promo g ada yg fungsi,,merchan DANA g ada yg pake QR nya DANA,,tidak ada manusia juga d perusahaan ini,",1,2026-06-27 01:35:11
mantap puas,5,2026-06-27 01:30:55
aku suka gunakan aplikasi ini,5,2026-06-27 01:27:11
dana cicil,3,2026-06-27 01:27:01
apk tolol saldo ke potong sendiri gabisa refund padahal gada kaitkan ke dana tolol,1,2026-06-27 01:26:34
"buruk sekali udah pakek ktp sendiri tetap minta otp udah bilang nomor hilang mati tetap minta otp, terus gunanya KTP sama wajah apa jannnncccokkk",1,2026-06-27 01:18:43
gimna cara aktifkan fitur dana cicil,5,2026-06-27 01:18:23
eaak cashbacknya boongan bjir,1,2026-06-27 01:18:04
sangat membantu,5,2026-06-27 01:17:13
Respon lambaaat ga ada solusi i,1,2026-06-27 01:14:23
mantap,5,2026-06-27 01:12:57
app yang bermanfaat,5,2026-06-27 01:09:24
oke,5,2026-06-27 01:08:32
♥️♥️♥️♥️,5,2026-06-27 01:08:09
sangat praktis,5,2026-06-27 01:05:21
dana mah suka eror kadang kaga bisa buat tf,3,2026-06-27 01:01:49
BUAT LAPORAN KE DPR ATAU KE KEMENTRIAN?? KARENA KELUHAN KAMI TIDAK DI TANGGAPI OLEH PIHAK DANA,1,2026-06-27 00:53:22
mantap apiknya mudah di gunakan aman cuma saya mau premium susah,5,2026-06-27 00:53:13
sangat membantu,5,2026-06-27 00:49:43
lancar,5,2026-06-27 00:47:07
"saya bingung dengan event di dana saat ini yang menggunakan dana points untuk menukar hadiah, apakah ini nyata atau hanya penipuan, saat saya mau menukarkan dana point saya di waktu dan jam yang tepat hadiah malah gak ada",3,2026-06-27 00:46:56
oke,5,2026-06-27 00:46:31
saya kasih bintang 1 karna ada beberapa fitur yg tidak muncul,1,2026-06-27 00:37:17
kmu yg terbaik bagi ku,5,2026-06-27 00:37:03
saya ingin menggunakan apl ini,5,2026-06-27 00:35:23
karna bisa buat TF bunda udh gitu doang,5,2026-06-27 00:34:58
"Tolong kembalikan uang saya yang salah transfer, kalian perusahaan besar, sesusah itu untuk transfer balik? Saya minta tolong kembalikan uang saya. Tapi penerimanya perusahaan kalian!",1,2026-06-27 00:33:30
ok,4,2026-06-27 00:27:26
𝘮𝘢𝘯𝘵𝘢𝘱 𝘮𝘰𝘨𝘢 𝘢𝘮𝘢𝘯,5,2026-06-27 00:27:09
bagus banget gampang buat tf kemana mana,5,2026-06-27 00:23:19
ko sekarang transfer udah g gratis ya,4,2026-06-27 00:20:38
baik,5,2026-06-27 00:18:10
dana cicil tidak bisa di gunakan,5,2026-06-27 00:14:07
ok,5,2026-06-27 00:13:39
"GoPay sudah berhasil mengirim dana dan DANA juga menampilkan status transaksi berhasil. Namun saldo akun saya tidak bertambah. Mohon dilakukan pengecekan pada akun DANA saya berdasarkan ID transaksi, bukan hanya melihat status transaksi",1,2026-06-27 00:12:59
bagus,5,2026-06-27 00:12:46
mantap,5,2026-06-27 00:08:47
cukup baik,3,2026-06-26 23:58:57
"ok banget, praktis dan mudah",5,2026-06-26 23:57:30
"bagus bngat,,",5,2026-06-26 23:55:53
"aplikasi TOLOL kalau transaksi pending notif nya harusnya pendingNYA yang GEDE jangan berhasil tapi akhirnya gagal ,,,, masak transaksi pending tulisan berhasil mlh tulisan pendingnya lebih kecil kan TOLOL",2,2026-06-26 23:53:27
memuaskan,5,2026-06-26 23:53:19
"ini gimana sih , mau masuk akun sendiri aja disuruh nunggu besuk besuk lagi, minta tolong ya diperbaiki lagi sistemnya ,",1,2026-06-26 23:50:22
dana saya eror mulu nih beli paket kuota malah di suruh nunggu 2 hari lu niat bikin dana ga sih pea dana gajelas,1,2026-06-26 23:47:40
"ini kenapa yaaa,saya taruh banyak saldo dana ko malah habis sih tanpa sebab,padahal syaa tidak pernah menggunakan saldo tersebut,masa tiba tiba habis sih dana sayaa,kecewa banget deh,giliran mau dipake buat topup malah engga ada saldo sayaa,saldonya dikemanakan sih🙄😤",1,2026-06-26 23:34:39
lumayan bisa di percaya,5,2026-06-26 23:25:10
Kenapa tidak bisa buka. Login kembali terus. Putar putar di situ aja. Memuat tapi selesai memuat kembali masukan no dana. Apa aplikasi ini. Kacau lah.,5,2026-06-26 23:24:14
Like,5,2026-06-26 23:20:54
+pakai ref shopeepay diatas lumayan dapat duit langsung looo,5,2026-06-26 23:14:53
mantap,5,2026-06-26 23:13:08
sangat memuaskan pake app dana ini,5,2026-06-26 23:09:32
terbaik,5,2026-06-26 23:07:18
sangat membantu,5,2026-06-26 23:06:29
keren,4,2026-06-26 23:05:39
dana cicil saya gk muncul knpa,1,2026-06-26 23:01:57
aplikasi mantap,4,2026-06-26 22:58:59
baguss,5,2026-06-26 22:58:40
bantu munculkan menu dana cicilnya,5,2026-06-26 22:58:05
aktifkan fitur dama cicil,1,2026-06-26 22:57:04
sangat puas,5,2026-06-26 22:55:49
"Sukaaa top bangett antii ribet, diantara apk uang digital yang lain hanya dana yang paling mudah. Pengiriman juga sat set tapi kekurangan saya saat menggunakan dana ini selalu lupa pin masuk dana [ TwT ]",5,2026-06-26 22:52:21
cukup membantu saya,5,2026-06-26 22:47:11
Terima kasih banyak atas ter cipta nya aplikasi akun dana ini sangat membantu sekali untuk mempermudah pencairan dana.,5,2026-06-26 22:29:37
saya saran kan untuk pembaruan seperti gopay cukup nomor dan sandi lalu scan wajah itu sudah cukup kuat bahwasanya yang login benar pemilik akun yang sah tidak perlu kode otp karena banyak pengguna yang kehilangan kartu atau SIM-card dan tidak bisa login di karenakan harus menerima kode otp kan sudah scan wajah,1,2026-06-26 22:23:03
ok mantap,5,2026-06-26 22:18:06
good 🥰🥰,5,2026-06-26 22:13:55
Ngadain event piala dunia suruh kumpulin poin abis d kumpulin gk bs d tuker dg hp jersey atau duit yg rp5rb tp anehnya nuker yg Rp200 kok bs!!!!!! Lucunya emang,1,2026-06-26 22:04:47
setelah update ga bisa masuk,1,2026-06-26 21:52:26
lumayan membingungkan,3,2026-06-26 21:48:51
God job,5,2026-06-26 21:46:17
bagus pemakaian dana,5,2026-06-26 21:40:32
bagus aplikasinya dan aman juga cuman sayang nya udh ada limit dana cicil tapi susah di gunakannya,5,2026-06-26 21:40:22
dana cicilnya tidak bisa digunakan,5,2026-06-26 21:35:00
bagus banget,5,2026-06-26 21:33:59
Thank's boss,5,2026-06-26 21:32:19
tolong dong klo mau masuk apk dana gabisa perkara nomor lama hilang padahal vermuk sama pw bener,1,2026-06-26 21:28:10
Apk yg membantu banget.,5,2026-06-26 21:22:40
"hai admin dana yang kurang cekatan dan kurang respon kepada pelanggan. saya ingin menyampaikan bahwasannya komplainan saya tentang verifikasi dana bisnis yang kedua knpa blm ada kemajuan sama sekali? sudah coba 2 kali ajukan banding tetapi tidak ada respon nya. tolong bantuannya, saya bnran kecewa karena saldo saya tidak bisa di ambil :)",1,2026-06-26 21:21:34
mantap,5,2026-06-26 21:17:08
dana cicil saya tidak tersedia,5,2026-06-26 21:17:03
mantap,5,2026-06-26 21:09:40
ok,5,2026-06-26 21:06:38
gud,5,2026-06-26 21:05:09
1jt user beli premium pass point. 3k x 1jt...hadiahnya yg diatas 30k cuma di sediain 1biji...kenyang dah si dana.,5,2026-06-26 21:00:55
GAK PERNAH BERUNTUNG,1,2026-06-26 21:00:41
Oke,5,2026-06-26 20:53:18
sangat membantu untuk berbelanja pulsa listrik dll.,5,2026-06-26 20:50:56
sangat gampang pakai DANA,5,2026-06-26 20:44:43
mantap,5,2026-06-26 20:44:02
tolong munculkan fitur dana cicilng gmn,5,2026-06-26 20:37:54
saya kasih 5 bintang jika dalam 1 minggu dana cicil tidak ada bakalan saya kasih bintang 1,5,2026-06-26 20:20:04
mntap,5,2026-06-26 20:15:18
👍👍👍,5,2026-06-26 20:11:22
dana bisnis saya tidak dapat di tarik dan tidak ada kejelasan dari pihak dana,1,2026-06-26 20:06:10
"👍 kenapa bisa muncul tagihan dana instan,padahal sudah lunas sebelumnya",4,2026-06-26 20:02:38
ok,5,2026-06-26 20:01:09
Mau login dn masuk ke dana ngk bisa bisa,5,2026-06-26 19:58:26
Masa temen ku ada dana cicil sama instan bisa akun ku tidak ada sama sekali,3,2026-06-26 19:56:04
"sangat membantu untuk proses pengiriman,,hanya saja sistemnya kurang cepat untuk proses memunculkan dana cicil dan dana instan🙂",5,2026-06-26 19:54:41
transfer kemanapun bisa jadi aman,5,2026-06-26 19:51:43
aplikasi sangat membantu segala transaksi,5,2026-06-26 19:40:54
duit ilang mulu nyimpen di dana,1,2026-06-26 19:40:25
baik,4,2026-06-26 19:38:27
Kren,5,2026-06-26 19:31:18
Kalo Mau transaksi loading nya lama banget,3,2026-06-26 19:30:39
tolong dana cicil saya diaktifkan,5,2026-06-26 19:28:59
"proses dana cicil tidak di setujui,, tolong lah pihak dana, saya sudah sering melakukan transaksi lo",1,2026-06-26 19:17:59
"baik Aplikasi Dana akurat untuk informasi masih nya , mudah untuk informasi di Indonesia, saya gunakan dana dompet digital",5,2026-06-26 19:14:10
"kecewa sudah bertahun² pakai dana setelah kartu mati untuk login kembali ribet banget padahal sudah verifikasi wajah tetap butuh otp padahal sudah di bilangin kartunya mati, mana ada saldonya lagi. kecewa bos",1,2026-06-26 19:07:09
dana tanks u,5,2026-06-26 19:06:04
Limit dana cicil nya tidak bisa di gunakan bagaimana solusinya bosku,4,2026-06-26 18:57:02
"mengecewakan fitur dana cicil gak muncul,, pemakaian dah lama,, uninstal solusi",1,2026-06-26 18:56:04
banyak kemudahan untuk keperluan dan TDK ribet tp dana cicil tidak bisa digunakan,5,2026-06-26 18:55:47
suka ilang motong motong sendiri padahal udah ga langanan,1,2026-06-26 18:53:45
dana cicil sudah aktif akun dana sudah premium limit sudah ada 400.000 tapi kenapa sedang tidak tersedia atau tidak berlaku untuk melakukan pembelian atau pembayaran pelayanan sangat buruk,1,2026-06-26 18:46:46
sangat bagus,5,2026-06-26 18:46:10
aplikasi ini tidak layak d gunakan sangat buruk,1,2026-06-26 18:38:56
agent inisial AM itu siapa yak ga nyambung sekali responnya. Recheck no laporan saya tidak casenya tentang apa? dijawabnya malah DANA Cicil... tidak nyambung #Vincent Iswara founder DANA Ewallet@Vincent Iswara,1,2026-06-26 18:34:00
kenapa akun dana saya tidak bisa transaksi.selalu ditolak......yang katanya Maslah keamanan nya lah. . sudah diarah kan apa yang dibilang SMA custumer servis nya tetap gak bisa buat transaksi 😏.....,4,2026-06-26 18:29:50
sangat bagus,5,2026-06-26 18:29:16
upgrade dong dana instan,5,2026-06-26 18:28:44
Oke,3,2026-06-26 18:28:33
"bisa jelasin kenapa bisa ada transfer Qris otomatis??? 4 kali saldo hilang 5rb 1x, 10rb 3x .",1,2026-06-26 18:27:55
ok,4,2026-06-26 18:20:47
sangat bagus skali,5,2026-06-26 18:20:31
tolong lebih di perbaiki sistem nya masa tengah malem selalu banyak bug nya,2,2026-06-26 18:15:52
"Dana kenapa saya belum ada dana cicil di aplikasi saya ? saya mengharapkan dana cicil ada kayak orang "".",1,2026-06-26 18:14:11
"katanya di awasi bank Indonesia,tp ko bisa d bobol",5,2026-06-26 18:13:39
sangat bagus,5,2026-06-26 18:13:16
mantap,5,2026-06-26 18:13:10
sangat aman dan keren,5,2026-06-26 18:11:52
kenapa dana cicil saya TDK bisa di gunakan,1,2026-06-26 18:11:46
joz,5,2026-06-26 18:07:40
bagus,5,2026-06-26 18:07:22
berguna,5,2026-06-26 18:06:50
tidak ada fitur dana cicil,1,2026-06-26 18:05:39
maaf kenapa gak bisa di install,1,2026-06-26 18:03:28
dana cicil tidak tersedia,5,2026-06-26 18:03:25
dana cicil tidak pungsi limit ada,1,2026-06-26 18:02:42
mantap,5,2026-06-26 18:00:18
sangat mudah dan cepat,5,2026-06-26 17:59:36
kenapa dana cicil saya gak bisa di gunakan,4,2026-06-26 17:59:26
keren,5,2026-06-26 17:57:24
baik,5,2026-06-26 17:38:35
jaga dan bik ke aman nya lumayan menbantu,4,2026-06-26 17:38:30
bagus,5,2026-06-26 17:35:21
aplikasi dana makin GK jlas. punya limit tapi GK bisa dipakai. parahhhhhh,1,2026-06-26 17:35:09
aneh saya tiap bulan transaksi di dana banyak terus dpt limit dana cicil limitnya ada tpi tidak tersedia dan tidak bisa digunakan buat apa ada limitnya. makin aneh dana,1,2026-06-26 17:35:06
Aneh tiba tiba gabisa melakukan transaksi alasan keamanan terus tak hapus tak download lagi malah akun saya ditangguhkan karena penipuan? tanpa kejelasan yang lebih rinci? aneh!,1,2026-06-26 17:34:20
game buriq😒,4,2026-06-26 17:34:03
mantap,5,2026-06-26 17:34:01
sangat mudah dan cepat untuk melakukan transaksi secara online,5,2026-06-26 17:31:54
"Dua kali transaksi, uang tidak masuk, bagaimana ini aplikasi DANA ?????",5,2026-06-26 17:29:36
tolong fitur dana cicil dan dana instan di sediakan min,5,2026-06-26 17:23:09
Dana cicil tidak bisa digunakan padahal tagihan sudah lunas.,1,2026-06-26 17:22:46
bagus,5,2026-06-26 17:21:42
sangat baik,3,2026-06-26 17:21:24
aktif kan DANA Cicil saya,5,2026-06-26 17:21:00
bagus TPI knp GK ada playleter di aplikasi saya,5,2026-06-26 17:19:34
"Beta Banget pakai Dana dan Menjadi andalan selama ini 🥰, saya aja tiap hari transaksi juga tetap aja saat waktu genting DANA Pinjam nya ngak guna, ngak bisa di aktifkan..🥱🥱 tapi lumayan lah👍",4,2026-06-26 17:19:17
godd,5,2026-06-26 17:19:14
mantap,5,2026-06-26 17:18:11
bagus,5,2026-06-26 17:15:16
fitur cicil blom juga muncul saya menggunakan dana sudah 6 tahun tah lah tolol amat sistem nya ini,1,2026-06-26 17:14:03
bagus,5,2026-06-26 17:12:36
Bagus,5,2026-06-26 17:11:59
Bermangpaat banget,5,2026-06-26 17:11:37
lebih mudah transfer,5,2026-06-26 17:11:22
nomor hilang ganti nomor malah gbisa gabisa padahal sudah verivikasi muka malah tetep pakai otp,1,2026-06-26 17:10:15
jadilah yang terbaik,5,2026-06-26 17:09:25
sangat mendukung,5,2026-06-26 17:07:25
bagus,4,2026-06-26 17:03:51
gua bilangin jangan nyimpan di dana duit gua ilang di dana #stop pake dana,4,2026-06-26 16:58:47
baik,5,2026-06-26 16:55:18
